AsofDate,client,strategy,ticker,descr,symbol,name,valueDate,monthCode,yearCode,bbrgType,tradeType,pstn,pnlDly,pnlMtd,pnlYtd,intraDay,notional,comments,price,updatedBy,lastUpdated,tickerUnderlying,priceUnderlying,ttype,putCall,openClose,optionStrike,optionDelta,canceled,canceled_by,canceled_time,tradeDate,id,EntityID
07/05/2025,FARFUND,FARRMF,SIN5,(null),SI,(null),(null),N,2025,(null),Futures,-2,5900,(null),(null),N,-327910,(null),32.791,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881314,(null)
07/05/2025,FARFUND,FARRMF,SMN5,(null),SM,(null),(null),N,2025,(null),Futures,-15,-3000,(null),(null),N,-442500,(null),295,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881315,(null)
07/05/2025,FARFUND,FARRMF,W N5,(null),W,(null),(null),N,2025,(null),Futures,-14,1225,(null),(null),N,-373975,(null),534.25,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881316,(null)
07/05/2025,FARFUND,FARRMF,XBN5,(null),XB,(null),(null),N,2025,(null),Futures,-2,2982,(null),(null),N,-168142.8,(null),200.17,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881317,(null)
07/05/2025,FARFUND,OYFAR,BON5,(null),BO,(null),(null),N,2025,(null),Futures,20,-12240,(null),(null),N,567960,(null),47.33,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881318,(null)
07/05/2025,FARFUND,OYFAR,C N5,(null),C,(null),(null),N,2025,(null),Futures,53,-16562.5,(null),(null),N,1190512.5,(null),449.25,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881319,(null)
07/05/2025,FARFUND,OYFAR,CCN5,(null),CC,(null),(null),N,2025,(null),Futures,-16,-43680,(null),(null),N,-1471680,(null),9198,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881320,(null)
07/05/2025,FARFUND,OYFAR,CLN5,(null),CL,(null),(null),N,2025,(null),Futures,70,-68600,(null),(null),N,4039000,(null),57.7,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881321,(null)
07/05/2025,FARFUND,OYFAR,CLU5,(null),CL,(null),(null),U,2025,(null),Futures,27,-26190,(null),(null),N,1540350,(null),57.05,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881322,(null)
07/05/2025,FARFUND,OYFAR,CON5,(null),CO,(null),(null),N,2025,(null),Futures,46,-47380,(null),(null),N,2811520,(null),61.12,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881323,(null)
07/05/2025,FARFUND,OYFAR,CTN5,(null),CT,(null),(null),N,2025,(null),Futures,67,-15075,(null),(null),N,2257230,(null),67.38,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881324,(null)
07/05/2025,FARFUND,OYFAR,GCM5,(null),GC,(null),(null),M,2025,(null),Futures,-7,21630,(null),(null),N,-2374330,(null),3391.9,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881325,(null)
07/05/2025,FARFUND,OYFAR,HGN5,(null),HG,(null),(null),N,2025,(null),Futures,9,-26662.5,(null),(null),N,1048387.5,(null),465.95,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881326,(null)
07/05/2025,FARFUND,OYFAR,HON5,(null),HO,(null),(null),N,2025,(null),Futures,34,-47980.8,(null),(null),N,2800308,(null),196.1,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881327,(null)
07/05/2025,FARFUND,OYFAR,KCH6,(null),KC,(null),(null),H,2026,(null),Futures,11,-17325,(null),(null),N,1503356.25,(null),364.45,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881328,(null)
07/05/2025,FARFUND,OYFAR,KCN5,(null),KC,(null),(null),N,2025,(null),Futures,-29,62531.25,(null),(null),N,-4177087.5,(null),384.1,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881329,(null)
07/05/2025,FARFUND,OYFAR,KCU5,(null),KC,(null),(null),U,2025,(null),Futures,11,-20831.25,(null),(null),N,1562137.5,(null),378.7,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881330,(null)
07/05/2025,FARFUND,OYFAR,KWN5,(null),KW,(null),(null),N,2025,(null),Futures,89,-37825,(null),(null),N,2356275,(null),529.5,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881331,(null)
07/05/2025,FARFUND,OYFAR,LAN5,(null),LA,(null),16/07/2025,N,2025,(null),LME,70,-77945,(null),(null),N,4164580,(null),2379.76,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881332,(null)
07/05/2025,FARFUND,OYFAR,LCM5,(null),LC,(null),(null),M,2025,(null),Futures,-75,34500,(null),(null),N,-6375750,(null),212.525,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881333,(null)
07/05/2025,FARFUND,OYFAR,LCZ5,(null),LC,(null),(null),Z,2025,(null),Futures,53,-5300,(null),(null),N,4366670,(null),205.975,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881334,(null)
07/05/2025,FARFUND,OYFAR,LHM5,(null),LH,(null),(null),M,2025,(null),Futures,-67,6700,(null),(null),N,-2608310,(null),97.325,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881335,(null)
07/05/2025,FARFUND,OYFAR,LHZ5,(null),LH,(null),(null),Z,2025,(null),Futures,56,-3360,(null),(null),N,1726480,(null),77.075,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881336,(null)
07/05/2025,FARFUND,OYFAR,LNN5,(null),LN,(null),16/07/2025,N,2025,(null),LME,69,-61880.58,(null),(null),N,6419947.68,(null),15507.12,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881337,(null)
07/05/2025,FARFUND,OYFAR,LXN5,(null),LX,(null),16/07/2025,N,2025,(null),LME,58,-22330,(null),(null),N,3783151.5,(null),2609.07,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881338,(null)
07/05/2025,FARFUND,OYFAR,NGN5,(null),NG,(null),(null),N,2025,(null),Futures,-67,-87100,(null),(null),N,-2644490,(null),3.947,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881339,(null)
07/05/2025,FARFUND,OYFAR,NGV5,(null),NG,(null),(null),V,2025,(null),Futures,84,82320,(null),(null),N,3416280,(null),4.067,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881340,(null)
07/05/2025,FARFUND,OYFAR,PAM5,(null),PA,(null),(null),M,2025,(null),Futures,39,7800,(null),(null),N,3830970,(null),982.3,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881341,(null)
07/05/2025,FARFUND,OYFAR,PLN5,(null),PL,(null),(null),N,2025,(null),Futures,130,-57850,(null),(null),N,6390800,(null),983.2,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881342,(null)
07/05/2025,FARFUND,OYFAR,S N5,(null),S,(null),(null),N,2025,(null),Futures,37,-3700,(null),(null),N,1922612.5,(null),1039.25,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881343,(null)
07/05/2025,FARFUND,OYFAR,SBN5,(null),SB,(null),(null),N,2025,(null),Futures,-21,7291.2,(null),(null),N,-402897.6,(null),17.13,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881344,(null)
07/05/2025,FARFUND,OYFAR,SBV5,(null),SB,(null),(null),V,2025,(null),Futures,76,-25536,(null),(null),N,1470873.6,(null),17.28,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881345,(null)
07/05/2025,FARFUND,OYFAR,SIN5,(null),SI,(null),(null),N,2025,(null),Futures,22,-64900,(null),(null),N,3607010,(null),32.791,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881346,(null)
07/05/2025,FARFUND,OYFAR,SMN5,(null),SM,(null),(null),N,2025,(null),Futures,71,14200,(null),(null),N,2094500,(null),295,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881347,(null)
07/05/2025,FARFUND,OYFAR,W N5,(null),W,(null),(null),N,2025,(null),Futures,52,-4550,(null),(null),N,1389050,(null),534.25,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881348,(null)
07/05/2025,FARFUND,OYFAR,XBN5,(null),XB,(null),(null),N,2025,(null),Futures,40,-59640,(null),(null),N,3362856,(null),200.17,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881349,(null)
07/05/2025,FIFUND,OYDLS,BON5,(null),BO,(null),(null),N,2025,(null),Futures,49,-29988,(null),(null),N,1391502,(null),47.33,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881350,(null)
07/05/2025,FIFUND,OYDLS,C N5,(null),C,(null),(null),N,2025,(null),Futures,86,-26875,(null),(null),N,1931775,(null),449.25,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881351,(null)
07/05/2025,FIFUND,OYDLS,CLN5,(null),CL,(null),(null),N,2025,(null),Futures,53,-51940,(null),(null),N,3058100,(null),57.7,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881352,(null)
07/05/2025,FIFUND,OYDLS,CLU5,(null),CL,(null),(null),U,2025,(null),Futures,9,-8730,(null),(null),N,513450,(null),57.05,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881353,(null)
07/05/2025,FIFUND,OYDLS,CON5,(null),CO,(null),(null),N,2025,(null),Futures,44,-45320,(null),(null),N,2689280,(null),61.12,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881354,(null)
07/05/2025,FIFUND,OYDLS,CTN5,(null),CT,(null),(null),N,2025,(null),Futures,18,-4050,(null),(null),N,606420,(null),67.38,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881355,(null)
07/05/2025,FIFUND,OYDLS,GCM5,(null),GC,(null),(null),M,2025,(null),Futures,6,-18540,(null),(null),N,2035140,(null),3391.9,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881356,(null)
07/05/2025,FIFUND,OYDLS,HGN5,(null),HG,(null),(null),N,2025,(null),Futures,19,-56287.5,(null),(null),N,2213262.5,(null),465.95,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881357,(null)
07/05/2025,FIFUND,OYDLS,HON5,(null),HO,(null),(null),N,2025,(null),Futures,13,-18345.6,(null),(null),N,1070706,(null),196.1,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881358,(null)
07/05/2025,FIFUND,OYDLS,KCH6,(null),KC,(null),(null),H,2026,(null),Futures,4,-6300,(null),(null),N,546675,(null),364.45,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881359,(null)
07/05/2025,FIFUND,OYDLS,KCU5,(null),KC,(null),(null),U,2025,(null),Futures,1,-1893.75,(null),(null),N,142012.5,(null),378.7,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881360,(null)
07/05/2025,FIFUND,OYDLS,KWN5,(null),KW,(null),(null),N,2025,(null),Futures,25,-10625,(null),(null),N,661875,(null),529.5,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881361,(null)
07/05/2025,FIFUND,OYDLS,LAN5,(null),LA,(null),16/07/2025,N,2025,(null),LME,35,-38972.5,(null),(null),N,2082290,(null),2379.76,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881362,(null)
07/05/2025,FIFUND,OYDLS,LCZ5,(null),LC,(null),(null),Z,2025,(null),Futures,4,-400,(null),(null),N,329560,(null),205.975,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881363,(null)
07/05/2025,FIFUND,OYDLS,LHM5,(null),LH,(null),(null),M,2025,(null),Futures,1,-100,(null),(null),N,38930,(null),97.325,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881364,(null)
07/05/2025,FIFUND,OYDLS,LHZ5,(null),LH,(null),(null),Z,2025,(null),Futures,7,-420,(null),(null),N,215810,(null),77.075,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881365,(null)
07/05/2025,FIFUND,OYDLS,LLN5,(null),LL,(null),16/07/2025,N,2025,(null),LME,7,6300,(null),(null),N,341948.25,(null),1953.99,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881366,(null)
07/05/2025,FIFUND,OYDLS,LNN5,(null),LN,(null),16/07/2025,N,2025,(null),LME,17,-15245.94,(null),(null),N,1581726.24,(null),15507.12,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881367,(null)
07/05/2025,FIFUND,OYDLS,LXN5,(null),LX,(null),16/07/2025,N,2025,(null),LME,20,-7700,(null),(null),N,1304535,(null),2609.07,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881368,(null)
07/05/2025,FIFUND,OYDLS,NGN5,(null),NG,(null),(null),N,2025,(null),Futures,70,91000,(null),(null),N,2762900,(null),3.947,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881369,(null)
07/05/2025,FIFUND,OYDLS,NGV5,(null),NG,(null),(null),V,2025,(null),Futures,27,26460,(null),(null),N,1098090,(null),4.067,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881370,(null)
07/05/2025,FIFUND,OYDLS,QSN5,(null),QS,(null),(null),N,2025,(null),Futures,15,-18000,(null),(null),N,865875,(null),577.25,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881371,(null)
07/05/2025,FIFUND,OYDLS,S N5,(null),S,(null),(null),N,2025,(null),Futures,42,-4200,(null),(null),N,2182425,(null),1039.25,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881372,(null)
07/05/2025,FIFUND,OYDLS,SBN5,(null),SB,(null),(null),N,2025,(null),Futures,24,-8332.8,(null),(null),N,460454.4,(null),17.13,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881373,(null)
07/05/2025,FIFUND,OYDLS,SBV5,(null),SB,(null),(null),V,2025,(null),Futures,24,-8064,(null),(null),N,464486.4,(null),17.28,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881374,(null)
07/05/2025,FIFUND,OYDLS,SIN5,(null),SI,(null),(null),N,2025,(null),Futures,19,-56050,(null),(null),N,3115145,(null),32.791,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881375,(null)
07/05/2025,FIFUND,OYDLS,SMN5,(null),SM,(null),(null),N,2025,(null),Futures,40,8000,(null),(null),N,1180000,(null),295,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881376,(null)
07/05/2025,FIFUND,OYDLS,W N5,(null),W,(null),(null),N,2025,(null),Futures,39,-3412.5,(null),(null),N,1041787.5,(null),534.25,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881377,(null)
07/05/2025,FIFUND,OYDLS,XBN5,(null),XB,(null),(null),N,2025,(null),Futures,16,-23856,(null),(null),N,1345142.4,(null),200.17,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881378,(null)
07/05/2025,FUT1,CUSTOM1,BON5,(null),BO,(null),(null),N,2025,(null),Futures,546,-334152,(null),(null),N,15505308,(null),47.33,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881379,(null)
07/05/2025,FUT1,CUSTOM1,C N5,(null),C,(null),(null),N,2025,(null),Futures,1688,-527500,(null),(null),N,37916700,(null),449.25,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881380,(null)
07/05/2025,FUT1,CUSTOM1,C Z5,(null),C,(null),(null),Z,2025,(null),Futures,1582,-39550,(null),(null),N,34863325,(null),440.75,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881381,(null)
07/05/2025,FUT1,CUSTOM1,CCN5,(null),CC,(null),(null),N,2025,(null),Futures,169,461370,(null),(null),N,15544620,(null),9198,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881382,(null)
07/05/2025,FUT1,CUSTOM1,CCZ5,(null),CC,(null),(null),Z,2025,(null),Futures,182,420420,(null),(null),N,15255240,(null),8382,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881383,(null)
07/05/2025,FUT1,CUSTOM1,CLN5,(null),CL,(null),(null),N,2025,(null),Futures,2737,-2682260,(null),(null),N,157924900,(null),57.7,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881384,(null)
07/05/2025,FUT1,CUSTOM1,CLU5,(null),CL,(null),(null),U,2025,(null),Futures,212,-205640,(null),(null),N,12094600,(null),57.05,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881385,(null)
07/05/2025,FUT1,CUSTOM1,CLV5,(null),CL,(null),(null),V,2025,(null),Futures,2297,-2251060,(null),(null),N,130699300,(null),56.9,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881386,(null)
07/05/2025,FUT1,CUSTOM1,CON5,(null),CO,(null),(null),N,2025,(null),Futures,177,-182310,(null),(null),N,10818240,(null),61.12,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881387,(null)
07/05/2025,FUT1,CUSTOM1,CTN5,(null),CT,(null),(null),N,2025,(null),Futures,896,-201600,(null),(null),N,30186240,(null),67.38,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881388,(null)
07/05/2025,FUT1,CUSTOM1,CTZ5,(null),CT,(null),(null),Z,2025,(null),Futures,873,-117855,(null),(null),N,30227625,(null),69.25,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881389,(null)
07/05/2025,FUT1,CUSTOM1,GCM5,(null),GC,(null),(null),M,2025,(null),Futures,14,-43260,(null),(null),N,4748660,(null),3391.9,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881390,(null)
07/05/2025,FUT1,CUSTOM1,GCQ5,(null),GC,(null),(null),Q,2025,(null),Futures,118,-364620,(null),(null),N,40370160,(null),3421.2,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881391,(null)
07/05/2025,FUT1,CUSTOM1,GCZ5,(null),GC,(null),(null),Z,2025,(null),Futures,116,-354960,(null),(null),N,40327400,(null),3476.5,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881392,(null)
07/05/2025,FUT1,CUSTOM1,HGN5,(null),HG,(null),(null),N,2025,(null),Futures,419,-1241287.5,(null),(null),N,48808262.5,(null),465.95,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881393,(null)
07/05/2025,FUT1,CUSTOM1,HGZ5,(null),HG,(null),(null),Z,2025,(null),Futures,331,-926800,(null),(null),N,39513125,(null),477.5,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881394,(null)
07/05/2025,FUT1,CUSTOM1,HON5,(null),HO,(null),(null),N,2025,(null),Futures,505,-712656,(null),(null),N,41592810,(null),196.1,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881395,(null)
07/05/2025,FUT1,CUSTOM1,HOV5,(null),HO,(null),(null),V,2025,(null),Futures,333,-457342.2,(null),(null),N,27776196,(null),198.6,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881396,(null)
07/05/2025,FUT1,CUSTOM1,JON5,(null),JO,(null),(null),N,2025,(null),Futures,173,12975,(null),(null),N,6636712.5,(null),255.75,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881397,(null)
07/05/2025,FUT1,CUSTOM1,JOX5,(null),JO,(null),(null),X,2025,(null),Futures,175,-119437.5,(null),(null),N,6440437.5,(null),245.35,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881398,(null)
07/05/2025,FUT1,CUSTOM1,KCH6,(null),KC,(null),(null),H,2026,(null),Futures,82,-129150,(null),(null),N,11206837.5,(null),364.45,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881399,(null)
07/05/2025,FUT1,CUSTOM1,KCN5,(null),KC,(null),(null),N,2025,(null),Futures,5,-10781.25,(null),(null),N,720187.5,(null),384.1,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881400,(null)
07/05/2025,FUT1,CUSTOM1,KCU5,(null),KC,(null),(null),U,2025,(null),Futures,90,-170437.5,(null),(null),N,12781125,(null),378.7,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881401,(null)
07/05/2025,FUT1,CUSTOM1,KCZ5,(null),KC,(null),(null),Z,2025,(null),Futures,218,-351525,(null),(null),N,30341512.5,(null),371.15,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881402,(null)
07/05/2025,FUT1,CUSTOM1,KWN5,(null),KW,(null),(null),N,2025,(null),Futures,558,-237150,(null),(null),N,14773050,(null),529.5,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881403,(null)
07/05/2025,FUT1,CUSTOM1,LAN5,(null),LA,(null),16/07/2025,N,2025,(null),LME,279,-310666.5,(null),(null),N,16598826,(null),2379.76,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881404,(null)
07/05/2025,FUT1,CUSTOM1,LAU5,(null),LA,(null),17/09/2025,U,2025,(null),LME,607,-679081.25,(null),(null),N,36250495.25,(null),2388.83,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881405,(null)
07/05/2025,FUT1,CUSTOM1,LAZ5,(null),LA,(null),17/12/2025,Z,2025,(null),LME,593,-644887.5,(null),(null),N,35780137.5,(null),2413.5,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881406,(null)
07/05/2025,FUT1,CUSTOM1,LCM5,(null),LC,(null),(null),M,2025,(null),Futures,-402,184920,(null),(null),N,-34174020,(null),212.525,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881407,(null)
07/05/2025,FUT1,CUSTOM1,LCQ5,(null),LC,(null),(null),Q,2025,(null),Futures,470,-188000,(null),(null),N,39174500,(null),208.375,calcPnLPositionFutures.sql,07/05/25 16:48,(null),(null),(null),(null),(null),(null),(null),=FALSE(),(null),(null),(null),14881408,(null)
